1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1451
12,620
13,0
14,309
15,223
16,0
17,0
18,3036
19,0
20,0
21,137
22,22
23,0
24,1
25,6
26,34
27,81
28,2
29,1
30,0
31,2
32,70
33,4
34,13
35,145
36,3
37,19
38,32
39,12
40,918
41,0
42,0
43,828
44,0
45,116
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,2049
57,0
58,110
59,391
60,0
61,63
62,282
63,0
64,0
65,210
66,0
67,68
68,137
69,455
70,314
71,882
72,0
73,0
74,1747
75,0
76,13
77,0
78,202
79,0
80,68
81,175
82,0
83,0
84,0
85,65
86,1031
87,0
88,0
89,0
90,0
91,19
92,0
93,0
94,0
95,0
96,0
97,0
98,460
99,168
100,0
101,250
102,0
103,0
104,0
105,0
106,1
107,0
108,0
109,0
110,1487
111,0
112,148
113,41
114,30
115,0
116,37
117,0
118,24
119,0
120,0
121,0
122,0
123,16
124,0
125,0
126,71
127,0
128,564
129,0
130,0
131,529
132,0
133,0
134,47
135,0
136,0
137,0
138,0
139,0
140,0
141,825
142,2051
143,0
144,0
145,2384
146,628
147,954
148,0
149,0
150,0
151,2380
152,0
153,0
154,0
155,816
156,0
157,0
158,1223
159,0
160,1175
161,0
162,248
163,0
164,0
165,458
166,0
167,0
168,0
169,0
170,0
171,0
172,327
173,37
174,0
175,497
176,0
177,0
178,0
179,0
180,0
181,0
182,202
183,0
184,0
185,0
186,58
187,117
188,0
189,0
190,0
191,0
192,34
193,0
194,629
195,0
196,0
197,0
198,0
199,0
200,0
201,75
202,0
203,0
204,278
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,29
213,0
214,0
215,122
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,393
225,356
226,74
227,332
228,1310
229,0
230,0
231,0
232,0
233,102
234,441
235,0
236,0
237,74
238,0
239,0
240,219
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,915
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,241
260,0
261,0
262,0
263,0
264,189
265,0
266,52
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
