1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,3
13,0
14,20
15,2
16,0
17,1
18,0
19,0
20,0
21,6
22,4
23,0
24,1
25,0
26,1
27,3
28,0
29,0
30,0
31,1
32,2
33,0
34,0
35,12
36,1
37,1
38,0
39,2
40,7
41,0
42,0
43,53
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,11
57,0
58,0
59,3
60,0
61,7
62,12
63,0
64,0
65,3
66,0
67,4
68,1
69,16
70,4
71,9
72,0
73,0
74,34
75,0
76,4
77,0
78,29
79,0
80,10
81,7
82,0
83,0
84,0
85,1
86,53
87,0
88,0
89,0
90,0
91,3
92,0
93,0
94,0
95,0
96,0
97,0
98,11
99,2
100,0
101,1
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,47
111,0
112,10
113,1
114,0
115,0
116,0
117,0
118,1
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,2
127,0
128,24
129,0
130,0
131,8
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,10
142,22
143,0
144,0
145,86
146,13
147,12
148,0
149,0
150,0
151,74
152,0
153,0
154,0
155,31
156,0
157,0
158,23
159,0
160,16
161,0
162,3
163,0
164,0
165,15
166,0
167,0
168,0
169,0
170,0
171,0
172,12
173,0
174,0
175,5
176,0
177,0
178,0
179,0
180,0
181,0
182,16
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,7
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,19
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,3
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,13
225,20
226,0
227,3
228,75
229,0
230,0
231,0
232,0
233,14
234,12
235,0
236,0
237,8
238,0
239,0
240,8
241,0
242,76
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,56
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,10
260,0
261,0
262,0
263,0
264,10
265,0
266,3
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
