1588,"crime, law and justice",7
1589,"unrest, conflicts and war",1
1590,"crime, law and justice",23
1590,"unrest, conflicts and war",7
1590,religion and belief,2
1590,disaster and accident,1
1591,"crime, law and justice",8
1591,disaster and accident,1
1591,"unrest, conflicts and war",1
1592,"crime, law and justice",10
1592,"unrest, conflicts and war",4
1592,religion and belief,1
1593,"crime, law and justice",12
1593,"unrest, conflicts and war",5
1593,religion and belief,2
1594,"crime, law and justice",10
1594,"unrest, conflicts and war",4
1594,disaster and accident,1
1594,religion and belief,1
1595,"crime, law and justice",10
1596,"unrest, conflicts and war",2
1596,"crime, law and justice",1
1597,"crime, law and justice",11
1597,"unrest, conflicts and war",1
1598,"crime, law and justice",6
1598,religion and belief,1
1600,"unrest, conflicts and war",1
1602,"crime, law and justice",47
1602,disaster and accident,1
1602,"unrest, conflicts and war",1
1604,"unrest, conflicts and war",6
1604,"crime, law and justice",5
1604,religion and belief,1
1605,"crime, law and justice",47
1605,"unrest, conflicts and war",9
1605,disaster and accident,2
1606,"crime, law and justice",22
1606,"unrest, conflicts and war",5
1606,disaster and accident,1
1608,"crime, law and justice",16
1608,"unrest, conflicts and war",2
1609,"crime, law and justice",6
1609,"unrest, conflicts and war",2
1609,disaster and accident,1
1610,"crime, law and justice",16
1610,"unrest, conflicts and war",2
1610,disaster and accident,1
1613,"crime, law and justice",22
1613,"unrest, conflicts and war",6
1613,disaster and accident,1
1616,"crime, law and justice",6
1616,"unrest, conflicts and war",2
1618,"unrest, conflicts and war",2
1619,"unrest, conflicts and war",47
1619,"crime, law and justice",7
1619,disaster and accident,1
1619,religion and belief,1
1620,"crime, law and justice",7
1620,disaster and accident,1
1620,"unrest, conflicts and war",1
1621,"unrest, conflicts and war",4
1621,"crime, law and justice",2
1622,"crime, law and justice",1
1622,"unrest, conflicts and war",1
1623,"crime, law and justice",3
1623,religion and belief,2
1623,"unrest, conflicts and war",2
1624,"crime, law and justice",7
1624,"unrest, conflicts and war",3
1627,"unrest, conflicts and war",21
1627,"crime, law and justice",14
1627,disaster and accident,3
1627,religion and belief,2
1628,"crime, law and justice",5
1628,"unrest, conflicts and war",2
1628,religion and belief,1
1629,"unrest, conflicts and war",4
1629,religion and belief,1
1631,"crime, law and justice",42
1631,disaster and accident,1
1635,"crime, law and justice",3
1635,"unrest, conflicts and war",2
1636,"crime, law and justice",2
1636,"unrest, conflicts and war",2
1638,"crime, law and justice",1
1638,disaster and accident,1
1638,"unrest, conflicts and war",1
1794,"crime, law and justice",25
1794,"unrest, conflicts and war",3
1794,disaster and accident,2
1802,"unrest, conflicts and war",1
1803,"crime, law and justice",1
1803,religion and belief,1
1803,"unrest, conflicts and war",1
1804,"unrest, conflicts and war",1
1805,"unrest, conflicts and war",3
1805,religion and belief,1
1806,"crime, law and justice",1
1806,"unrest, conflicts and war",1
1814,"unrest, conflicts and war",1
1818,religion and belief,3
1818,"unrest, conflicts and war",3
1818,"crime, law and justice",1
1820,"unrest, conflicts and war",91
1820,"crime, law and justice",28
1820,disaster and accident,2
1820,religion and belief,2
1821,"crime, law and justice",35
1821,religion and belief,11
1821,"unrest, conflicts and war",7
1821,disaster and accident,4
1822,"crime, law and justice",10
1822,"unrest, conflicts and war",1
1823,"crime, law and justice",16
1823,"unrest, conflicts and war",9
1824,"unrest, conflicts and war",78
1824,"crime, law and justice",36
1824,religion and belief,7
1824,disaster and accident,6
1825,"unrest, conflicts and war",28
1825,"crime, law and justice",11
1825,religion and belief,2
1825,disaster and accident,1
1827,"crime, law and justice",3
1829,"unrest, conflicts and war",41
1829,"crime, law and justice",12
1829,religion and belief,3
1830,"crime, law and justice",12
1830,"unrest, conflicts and war",9
1832,"crime, law and justice",13
1832,disaster and accident,2
1832,"unrest, conflicts and war",1
1835,"crime, law and justice",7
1835,"unrest, conflicts and war",2
1838,"crime, law and justice",40
1838,"unrest, conflicts and war",23
1838,religion and belief,4
1838,disaster and accident,1
1839,"crime, law and justice",78
1839,disaster and accident,8
1840,"crime, law and justice",24
1840,disaster and accident,4
1841,"crime, law and justice",16
1841,"unrest, conflicts and war",7
1841,disaster and accident,1
1842,"crime, law and justice",6
1844,religion and belief,1
1845,"crime, law and justice",21
1846,"crime, law and justice",6
1848,"unrest, conflicts and war",3
1848,"crime, law and justice",2
1849,"crime, law and justice",2
1850,"crime, law and justice",56
1850,"unrest, conflicts and war",11
1850,disaster and accident,1
1851,"crime, law and justice",2
1851,"unrest, conflicts and war",1
1854,"crime, law and justice",5
1856,"crime, law and justice",7
1856,"unrest, conflicts and war",1
1876,"crime, law and justice",27
1876,"unrest, conflicts and war",8
1876,disaster and accident,1
1877,"crime, law and justice",6
1877,"unrest, conflicts and war",2
1877,religion and belief,1
1878,"crime, law and justice",5
1878,"unrest, conflicts and war",3
1878,disaster and accident,2
1879,"unrest, conflicts and war",2
1880,"unrest, conflicts and war",2
1881,"crime, law and justice",6
1881,disaster and accident,1
1883,"crime, law and justice",49
1883,"unrest, conflicts and war",6
1883,disaster and accident,1
1884,"crime, law and justice",5
1885,"unrest, conflicts and war",8
1885,"crime, law and justice",4
1886,"crime, law and justice",1
1888,"crime, law and justice",2
1889,"crime, law and justice",52
1889,disaster and accident,3
1889,"unrest, conflicts and war",3
1895,"crime, law and justice",1
1896,"crime, law and justice",2
1896,"unrest, conflicts and war",2
1897,"crime, law and justice",18
1897,disaster and accident,3
1898,"unrest, conflicts and war",25
1898,"crime, law and justice",24
1898,disaster and accident,1
1898,religion and belief,1
1899,"unrest, conflicts and war",17
1899,"crime, law and justice",7
1899,religion and belief,5
1899,disaster and accident,2
1900,"unrest, conflicts and war",48
1900,"crime, law and justice",42
1900,disaster and accident,5
1900,religion and belief,2
1901,"unrest, conflicts and war",18
1901,religion and belief,3
1901,"crime, law and justice",2
1902,"unrest, conflicts and war",2
1904,"crime, law and justice",2
1905,"unrest, conflicts and war",38
1905,"crime, law and justice",9
